hhwkstat,hhcomp,unit,geo,TIME_PERIOD,OBS_VALUE
HHW_10,HHC_21,PER,HU,2015,1.5
HHW_10,HHC_21,PER,HU,2016,1.4
HHW_10,HHC_21,PER,HU,2017,1.4
HHW_10,HHC_21,PER,HU,2018,1.5
HHW_10,HHC_21,PER,HU,2019,1.4
HHW_10,HHC_21,PER,HU,2020,1.4
HHW_10,HHC_21,PER,HU,2021,1.4
HHW_10,HHC_21,PER,HU,2022,1.4
HHW_10,HHC_21,PER,HU,2023,1.4
HHW_10,HHC_21,PER,IE,2006,1.6
HHW_10,HHC_21,PER,IE,2007,1.6
HHW_10,HHC_21,PER,IE,2008,1.6
HHW_10,HHC_21,PER,IE,2009,1.6
HHW_10,HHC_21,PER,IE,2010,1.6
HHW_10,HHC_21,PER,IE,2011,1.6
HHW_10,HHC_21,PER,IE,2012,1.6
HHW_10,HHC_21,PER,IE,2013,1.6
HHW_10,HHC_21,PER,IE,2014,1.6
HHW_10,HHC_21,PER,IE,2015,1.6
HHW_10,HHC_21,PER,IE,2016,1.6
HHW_10,HHC_21,PER,IE,2017,1.6
HHW_10,HHC_21,PER,IE,2018,1.7
HHW_10,HHC_21,PER,IE,2019,1.6
HHW_10,HHC_21,PER,IE,2020,1.7
HHW_10,HHC_21,PER,IE,2021,1.7
HHW_10,HHC_21,PER,IE,2022,1.8
HHW_10,HHC_21,PER,IE,2023,1.8
HHW_10,HHC_21,PER,IT,2006,1.4
HHW_10,HHC_21,PER,IT,2007,1.4
HHW_10,HHC_21,PER,IT,2008,1.3
HHW_10,HHC_21,PER,IT,2009,1.3
HHW_10,HHC_21,PER,IT,2010,1.3
HHW_10,HHC_21,PER,IT,2011,1.4
HHW_10,HHC_21,PER,IT,2012,1.4
HHW_10,HHC_21,PER,IT,2013,1.4
HHW_10,HHC_21,PER,IT,2014,1.4
HHW_10,HHC_21,PER,IT,2015,1.4
HHW_10,HHC_21,PER,IT,2016,1.4
HHW_10,HHC_21,PER,IT,2017,1.4
HHW_10,HHC_21,PER,IT,2018,1.4
HHW_10,HHC_21,PER,IT,2019,1.4
HHW_10,HHC_21,PER,IT,2020,1.4
HHW_10,HHC_21,PER,IT,2021,1.4
HHW_10,HHC_21,PER,IT,2022,1.4
HHW_10,HHC_21,PER,IT,2023,1.4
HHW_10,HHC_21,PER,LT,2006,1.3
HHW_10,HHC_21,PER,LT,2007,1.4
HHW_10,HHC_21,PER,LT,2008,1.4
HHW_10,HHC_21,PER,LT,2009,1.4
HHW_10,HHC_21,PER,LT,2010,1.4
HHW_10,HHC_21,PER,LT,2011,1.3
HHW_10,HHC_21,PER,LT,2012,1.4
HHW_10,HHC_21,PER,LT,2013,1.4
HHW_10,HHC_21,PER,LT,2014,1.4
HHW_10,HHC_21,PER,LT,2015,1.4
HHW_10,HHC_21,PER,LT,2016,1.4
HHW_10,HHC_21,PER,LT,2017,1.4
HHW_10,HHC_21,PER,LT,2018,1.4
HHW_10,HHC_21,PER,LT,2019,1.4
HHW_10,HHC_21,PER,LT,2020,1.4
HHW_10,HHC_21,PER,LT,2021,1.4
HHW_10,HHC_21,PER,LT,2022,1.4
HHW_10,HHC_21,PER,LT,2023,1.4
HHW_10,HHC_21,PER,LU,2006,1.4
HHW_10,HHC_21,PER,LU,2007,1.4
HHW_10,HHC_21,PER,LU,2008,1.4
HHW_10,HHC_21,PER,LU,2009,1.5
HHW_10,HHC_21,PER,LU,2010,1.5
HHW_10,HHC_21,PER,LU,2011,1.5
HHW_10,HHC_21,PER,LU,2012,1.6
HHW_10,HHC_21,PER,LU,2013,1.5
HHW_10,HHC_21,PER,LU,2014,1.6
HHW_10,HHC_21,PER,LU,2015,1.4
HHW_10,HHC_21,PER,LU,2016,1.6
HHW_10,HHC_21,PER,LU,2017,1.6
HHW_10,HHC_21,PER,LU,2018,1.4
HHW_10,HHC_21,PER,LU,2019,1.4
HHW_10,HHC_21,PER,LU,2020,1.4
HHW_10,HHC_21,PER,LU,2021,1.6
HHW_10,HHC_21,PER,LU,2022,1.4
HHW_10,HHC_21,PER,LU,2023,1.5
HHW_10,HHC_21,PER,LV,2006,1.3
HHW_10,HHC_21,PER,LV,2007,1.4
HHW_10,HHC_21,PER,LV,2008,1.4
HHW_10,HHC_21,PER,LV,2009,1.3
HHW_10,HHC_21,PER,LV,2010,1.4
HHW_10,HHC_21,PER,LV,2011,1.4
HHW_10,HHC_21,PER,LV,2012,1.3
HHW_10,HHC_21,PER,LV,2013,1.3
HHW_10,HHC_21,PER,LV,2014,1.4
HHW_10,HHC_21,PER,LV,2015,1.4
HHW_10,HHC_21,PER,LV,2016,1.4
HHW_10,HHC_21,PER,LV,2017,1.4
HHW_10,HHC_21,PER,LV,2018,1.4
HHW_10,HHC_21,PER,LV,2019,1.4
HHW_10,HHC_21,PER,LV,2020,1.5
HHW_10,HHC_21,PER,LV,2021,1.5
HHW_10,HHC_21,PER,LV,2022,1.5
HHW_10,HHC_21,PER,LV,2023,1.5
HHW_10,HHC_21,PER,ME,2011,1.6
HHW_10,HHC_21,PER,ME,2012,1.4
HHW_10,HHC_21,PER,ME,2013,1.5
HHW_10,HHC_21,PER,ME,2015,1.5
HHW_10,HHC_21,PER,ME,2018,1.8
HHW_10,HHC_21,PER,ME,2019,1.8
HHW_10,HHC_21,PER,ME,2020,1.7
HHW_10,HHC_21,PER,MK,2006,1.6
HHW_10,HHC_21,PER,MK,2007,1.5
HHW_10,HHC_21,PER,MK,2008,1.3
HHW_10,HHC_21,PER,MK,2009,1.3
HHW_10,HHC_21,PER,MK,2010,1.3
HHW_10,HHC_21,PER,MK,2011,1.7
HHW_10,HHC_21,PER,MK,2012,1.4
HHW_10,HHC_21,PER,MK,2013,1.3
HHW_10,HHC_21,PER,MK,2014,1.5
HHW_10,HHC_21,PER,MK,2015,1.3
HHW_10,HHC_21,PER,MK,2016,1.5
HHW_10,HHC_21,PER,MK,2017,1.8
HHW_10,HHC_21,PER,MK,2018,1.6
HHW_10,HHC_21,PER,MK,2019,1.6
HHW_10,HHC_21,PER,MK,2020,1.4
HHW_10,HHC_21,PER,MT,2006,1.5
HHW_10,HHC_21,PER,MT,2007,1.5
HHW_10,HHC_21,PER,MT,2008,1.4
HHW_10,HHC_21,PER,MT,2009,1.5
HHW_10,HHC_21,PER,MT,2010,1.5
HHW_10,HHC_21,PER,MT,2011,1.6
HHW_10,HHC_21,PER,MT,2012,1.4
HHW_10,HHC_21,PER,MT,2013,1.5
HHW_10,HHC_21,PER,MT,2014,1.4
HHW_10,HHC_21,PER,MT,2015,1.3
HHW_10,HHC_21,PER,MT,2016,1.4
HHW_10,HHC_21,PER,MT,2017,1.4
HHW_10,HHC_21,PER,MT,2018,1.4
HHW_10,HHC_21,PER,MT,2019,1.5
HHW_10,HHC_21,PER,MT,2020,1.4
HHW_10,HHC_21,PER,MT,2021,1.3
HHW_10,HHC_21,PER,MT,2022,1.4
HHW_10,HHC_21,PER,MT,2023,1.4
HHW_10,HHC_21,PER,NL,2006,1.6
HHW_10,HHC_21,PER,NL,2007,1.5
HHW_10,HHC_21,PER,NL,2008,1.6
HHW_10,HHC_21,PER,NL,2009,1.6
HHW_10,HHC_21,PER,NL,2010,1.5
HHW_10,HHC_21,PER,NL,2011,1.6
HHW_10,HHC_21,PER,NL,2012,1.6
HHW_10,HHC_21,PER,NL,2013,1.6
HHW_10,HHC_21,PER,NL,2014,1.6
HHW_10,HHC_21,PER,NL,2015,1.5
HHW_10,HHC_21,PER,NL,2016,1.5
HHW_10,HHC_21,PER,NL,2017,1.5
HHW_10,HHC_21,PER,NL,2018,1.5
HHW_10,HHC_21,PER,NL,2019,1.5
HHW_10,HHC_21,PER,NL,2020,1.6
HHW_10,HHC_21,PER,NL,2021,1.5
HHW_10,HHC_21,PER,NL,2022,1.6
HHW_10,HHC_21,PER,NL,2023,1.5
HHW_10,HHC_21,PER,NO,2021,1.6
HHW_10,HHC_21,PER,NO,2022,1.4
HHW_10,HHC_21,PER,NO,2023,1.4
HHW_10,HHC_21,PER,PL,2006,1.5
HHW_10,HHC_21,PER,PL,2007,1.5
HHW_10,HHC_21,PER,PL,2008,1.4
HHW_10,HHC_21,PER,PL,2009,1.4
HHW_10,HHC_21,PER,PL,2010,1.4
HHW_10,HHC_21,PER,PL,2011,1.4
HHW_10,HHC_21,PER,PL,2012,1.4
HHW_10,HHC_21,PER,PL,2013,1.4
HHW_10,HHC_21,PER,PL,2014,1.4
HHW_10,HHC_21,PER,PL,2015,1.4
HHW_10,HHC_21,PER,PL,2016,1.4
HHW_10,HHC_21,PER,PL,2017,1.4
HHW_10,HHC_21,PER,PL,2018,1.4
HHW_10,HHC_21,PER,PL,2019,1.4
HHW_10,HHC_21,PER,PL,2020,1.4
HHW_10,HHC_21,PER,PL,2021,1.3
HHW_10,HHC_21,PER,PL,2022,1.4
HHW_10,HHC_21,PER,PL,2023,1.4
HHW_10,HHC_21,PER,PT,2006,1.4
HHW_10,HHC_21,PER,PT,2007,1.5
HHW_10,HHC_21,PER,PT,2008,1.5
HHW_10,HHC_21,PER,PT,2009,1.5
HHW_10,HHC_21,PER,PT,2010,1.4
HHW_10,HHC_21,PER,PT,2011,1.4
HHW_10,HHC_21,PER,PT,2012,1.4
HHW_10,HHC_21,PER,PT,2013,1.4
HHW_10,HHC_21,PER,PT,2014,1.4
HHW_10,HHC_21,PER,PT,2015,1.3
HHW_10,HHC_21,PER,PT,2016,1.3
HHW_10,HHC_21,PER,PT,2017,1.4
HHW_10,HHC_21,PER,PT,2018,1.4
HHW_10,HHC_21,PER,PT,2019,1.3
HHW_10,HHC_21,PER,PT,2020,1.4
HHW_10,HHC_21,PER,PT,2021,1.3
HHW_10,HHC_21,PER,PT,2022,1.4
HHW_10,HHC_21,PER,PT,2023,1.4
HHW_10,HHC_21,PER,RO,2006,1.4
HHW_10,HHC_21,PER,RO,2007,1.4
HHW_10,HHC_21,PER,RO,2008,1.4
HHW_10,HHC_21,PER,RO,2009,1.4
HHW_10,HHC_21,PER,RO,2010,1.4
HHW_10,HHC_21,PER,RO,2011,1.4
HHW_10,HHC_21,PER,RO,2012,1.4
HHW_10,HHC_21,PER,RO,2013,1.4
HHW_10,HHC_21,PER,RO,2014,1.4
HHW_10,HHC_21,PER,RO,2015,1.3
HHW_10,HHC_21,PER,RO,2016,1.3
HHW_10,HHC_21,PER,RO,2017,1.4
HHW_10,HHC_21,PER,RO,2018,1.3
HHW_10,HHC_21,PER,RO,2019,1.3
HHW_10,HHC_21,PER,RO,2020,1.3
HHW_10,HHC_21,PER,RO,2021,1.3
HHW_10,HHC_21,PER,RO,2022,1.2
HHW_10,HHC_21,PER,RO,2023,1.4
HHW_10,HHC_21,PER,RS,2014,1.3
HHW_10,HHC_21,PER,RS,2015,1.4
HHW_10,HHC_21,PER,RS,2016,1.4
HHW_10,HHC_21,PER,RS,2017,1.4
HHW_10,HHC_21,PER,RS,2018,1.4
HHW_10,HHC_21,PER,RS,2019,1.5
HHW_10,HHC_21,PER,RS,2020,1.4
HHW_10,HHC_21,PER,RS,2021,1.5
HHW_10,HHC_21,PER,RS,2022,1.4
HHW_10,HHC_21,PER,SE,2009,1.5
HHW_10,HHC_21,PER,SE,2010,1.5
HHW_10,HHC_21,PER,SE,2011,1.5
HHW_10,HHC_21,PER,SE,2012,1.5
HHW_10,HHC_21,PER,SE,2013,1.6
HHW_10,HHC_21,PER,SE,2014,1.6
HHW_10,HHC_21,PER,SE,2015,1.6
HHW_10,HHC_21,PER,SE,2016,1.6
HHW_10,HHC_21,PER,SE,2017,1.6
HHW_10,HHC_21,PER,SE,2018,1.6
HHW_10,HHC_21,PER,SE,2019,1.6
HHW_10,HHC_21,PER,SE,2020,1.6
HHW_10,HHC_21,PER,SE,2021,1.7
HHW_10,HHC_21,PER,SE,2022,1.7
HHW_10,HHC_21,PER,SE,2023,1.7
HHW_10,HHC_21,PER,SI,2006,1.4
HHW_10,HHC_21,PER,SI,2007,1.3
HHW_10,HHC_21,PER,SI,2008,1.3
HHW_10,HHC_21,PER,SI,2009,1.3
HHW_10,HHC_21,PER,SI,2010,1.3
HHW_10,HHC_21,PER,SI,2011,1.4
HHW_10,HHC_21,PER,SI,2012,1.4
HHW_10,HHC_21,PER,SI,2013,1.3
HHW_10,HHC_21,PER,SI,2014,1.4
HHW_10,HHC_21,PER,SI,2015,1.5
HHW_10,HHC_21,PER,SI,2016,1.5
HHW_10,HHC_21,PER,SI,2017,1.4
HHW_10,HHC_21,PER,SI,2018,1.3
HHW_10,HHC_21,PER,SI,2019,1.5
HHW_10,HHC_21,PER,SI,2020,1.5
HHW_10,HHC_21,PER,SI,2021,1.6
HHW_10,HHC_21,PER,SI,2022,1.6
HHW_10,HHC_21,PER,SI,2023,1.6
HHW_10,HHC_21,PER,SK,2006,1.4
HHW_10,HHC_21,PER,SK,2007,1.4
HHW_10,HHC_21,PER,SK,2008,1.5
HHW_10,HHC_21,PER,SK,2009,1.4
HHW_10,HHC_21,PER,SK,2010,1.4
HHW_10,HHC_21,PER,SK,2011,1.3
HHW_10,HHC_21,PER,SK,2012,1.4
HHW_10,HHC_21,PER,SK,2013,1.5
HHW_10,HHC_21,PER,SK,2014,1.4
HHW_10,HHC_21,PER,SK,2015,1.5
HHW_10,HHC_21,PER,SK,2016,1.5
HHW_10,HHC_21,PER,SK,2017,1.4
HHW_10,HHC_21,PER,SK,2018,1.4
HHW_10,HHC_21,PER,SK,2019,1.4
HHW_10,HHC_21,PER,SK,2020,1.4
HHW_10,HHC_21,PER,SK,2021,1.4
HHW_10,HHC_21,PER,SK,2022,1.3
HHW_10,HHC_21,PER,SK,2023,1.3
HHW_10,HHC_21,PER,TR,2006,2.0
HHW_10,HHC_21,PER,TR,2007,1.9
HHW_10,HHC_21,PER,TR,2008,1.8
HHW_10,HHC_21,PER,TR,2009,1.8
HHW_10,HHC_21,PER,TR,2010,1.9
HHW_10,HHC_21,PER,TR,2011,1.7
HHW_10,HHC_21,PER,TR,2012,1.7
HHW_10,HHC_21,PER,TR,2013,1.7
HHW_10,HHC_21,PER,TR,2014,1.5
HHW_10,HHC_21,PER,TR,2015,1.6
HHW_10,HHC_21,PER,TR,2016,1.5
HHW_10,HHC_21,PER,TR,2017,1.5
HHW_10,HHC_21,PER,TR,2018,1.5
HHW_10,HHC_21,PER,TR,2019,1.5
HHW_10,HHC_21,PER,TR,2020,1.5
HHW_10,HHC_21,PER,TR,2021,1.5
HHW_10,HHC_21,PER,TR,2022,1.5
HHW_10,HHC_21,PER,UK,2006,1.6
HHW_10,HHC_21,PER,UK,2007,1.6
HHW_10,HHC_21,PER,UK,2008,1.6
HHW_10,HHC_21,PER,UK,2009,1.6
HHW_10,HHC_21,PER,UK,2010,1.6
HHW_10,HHC_21,PER,UK,2011,1.6
HHW_10,HHC_21,PER,UK,2012,1.6
HHW_10,HHC_21,PER,UK,2013,1.6
HHW_10,HHC_21,PER,UK,2014,1.6
HHW_10,HHC_21,PER,UK,2015,1.6
HHW_10,HHC_21,PER,UK,2016,1.6
HHW_10,HHC_21,PER,UK,2017,1.6
HHW_10,HHC_21,PER,UK,2018,1.7
HHW_10,HHC_21,PER,UK,2019,1.7
HHW_10,HHC_22,PER,AT,2006,0.0
HHW_10,HHC_22,PER,AT,2007,0.0
HHW_10,HHC_22,PER,AT,2008,0.0
HHW_10,HHC_22,PER,AT,2009,0.0
HHW_10,HHC_22,PER,AT,2010,0.0
HHW_10,HHC_22,PER,AT,2011,0.0
HHW_10,HHC_22,PER,AT,2012,0.0
HHW_10,HHC_22,PER,AT,2013,0.0
HHW_10,HHC_22,PER,AT,2014,0.0
HHW_10,HHC_22,PER,AT,2015,0.0
